Market,DealerCode,MLI,Month,Qty,Revenue
FR,D07979,8979,12,30,3000
HU,D07980,8980,1,31,3100
NL,D07981,8981,2,32,3200
DE,D07982,8982,3,33,3300
FR,D07983,8983,4,34,3400
HU,D07984,8984,5,35,3500
NL,D07985,8985,6,36,3600
DE,D07986,8986,7,37,3700
FR,D07987,8987,8,38,3800
HU,D07988,8988,9,39,3900
NL,D07989,8989,10,40,4000
DE,D07990,8990,11,41,4100
FR,D07991,8991,12,42,4200
HU,D07992,8992,1,43,4300
NL,D07993,8993,2,44,4400
DE,D07994,8994,3,45,4500
FR,D07995,8995,4,46,4600
HU,D07996,8996,5,47,4700
NL,D07997,8997,6,48,4800
DE,D07998,8998,7,49,4900
FR,D07999,8999,8,50,5000
HU,D08000,9000,9,1,100
NL,D08001,9001,10,2,200
DE,D08002,9002,11,3,300
FR,D08003,9003,12,4,400
HU,D08004,9004,1,5,500
NL,D08005,9005,2,6,600
DE,D08006,9006,3,7,700
FR,D08007,9007,4,8,800
HU,D08008,9008,5,9,900
NL,D08009,9009,6,10,1000
DE,D08010,9010,7,11,1100
FR,D08011,9011,8,12,1200
HU,D08012,9012,9,13,1300
NL,D08013,9013,10,14,1400
DE,D08014,9014,11,15,1500
FR,D08015,9015,12,16,1600
HU,D08016,9016,1,17,1700
NL,D08017,9017,2,18,1800
DE,D08018,9018,3,19,1900
FR,D08019,9019,4,20,2000
HU,D08020,9020,5,21,2100
NL,D08021,9021,6,22,2200
DE,D08022,9022,7,23,2300
FR,D08023,9023,8,24,2400
HU,D08024,9024,9,25,2500
NL,D08025,9025,10,26,2600
DE,D08026,9026,11,27,2700
FR,D08027,9027,12,28,2800
HU,D08028,9028,1,29,2900
NL,D08029,9029,2,30,3000
DE,D08030,9030,3,31,3100
FR,D08031,9031,4,32,3200
HU,D08032,9032,5,33,3300
NL,D08033,9033,6,34,3400
DE,D08034,9034,7,35,3500
FR,D08035,9035,8,36,3600
HU,D08036,9036,9,37,3700
NL,D08037,9037,10,38,3800
DE,D08038,9038,11,39,3900
FR,D08039,9039,12,40,4000
HU,D08040,9040,1,41,4100
NL,D08041,9041,2,42,4200
DE,D08042,9042,3,43,4300
FR,D08043,9043,4,44,4400
HU,D08044,9044,5,45,4500
NL,D08045,9045,6,46,4600
DE,D08046,9046,7,47,4700
FR,D08047,9047,8,48,4800
HU,D08048,9048,9,49,4900
NL,D08049,9049,10,50,5000
DE,D08050,9050,11,1,100
FR,D08051,9051,12,2,200
HU,D08052,9052,1,3,300
NL,D08053,9053,2,4,400
DE,D08054,9054,3,5,500
FR,D08055,9055,4,6,600
HU,D08056,9056,5,7,700
NL,D08057,9057,6,8,800
DE,D08058,9058,7,9,900
FR,D08059,9059,8,10,1000
HU,D08060,9060,9,11,1100
NL,D08061,9061,10,12,1200
DE,D08062,9062,11,13,1300
FR,D08063,9063,12,14,1400
HU,D08064,9064,1,15,1500
NL,D08065,9065,2,16,1600
DE,D08066,9066,3,17,1700
FR,D08067,9067,4,18,1800
HU,D08068,9068,5,19,1900
NL,D08069,9069,6,20,2000
DE,D08070,9070,7,21,2100
FR,D08071,9071,8,22,2200
HU,D08072,9072,9,23,2300
NL,D08073,9073,10,24,2400
DE,D08074,9074,11,25,2500
FR,D08075,9075,12,26,2600
HU,D08076,9076,1,27,2700
NL,D08077,9077,2,28,2800
DE,D08078,9078,3,29,2900
FR,D08079,9079,4,30,3000
HU,D08080,9080,5,31,3100
NL,D08081,9081,6,32,3200
DE,D08082,9082,7,33,3300
FR,D08083,9083,8,34,3400
HU,D08084,9084,9,35,3500
NL,D08085,9085,10,36,3600
DE,D08086,9086,11,37,3700
FR,D08087,9087,12,38,3800
HU,D08088,9088,1,39,3900
NL,D08089,9089,2,40,4000
DE,D08090,9090,3,41,4100
FR,D08091,9091,4,42,4200
HU,D08092,9092,5,43,4300
NL,D08093,9093,6,44,4400
DE,D08094,9094,7,45,4500
FR,D08095,9095,8,46,4600
HU,D08096,9096,9,47,4700
NL,D08097,9097,10,48,4800
DE,D08098,9098,11,49,4900
FR,D08099,9099,12,50,5000
HU,D08100,9100,1,1,100
NL,D08101,9101,2,2,200
DE,D08102,9102,3,3,300
FR,D08103,9103,4,4,400
HU,D08104,9104,5,5,500
NL,D08105,9105,6,6,600
DE,D08106,9106,7,7,700
FR,D08107,9107,8,8,800
HU,D08108,9108,9,9,900
NL,D08109,9109,10,10,1000
DE,D08110,9110,11,11,1100
FR,D08111,9111,12,12,1200
HU,D08112,9112,1,13,1300
NL,D08113,9113,2,14,1400
DE,D08114,9114,3,15,1500
FR,D08115,9115,4,16,1600
HU,D08116,9116,5,17,1700
NL,D08117,9117,6,18,1800
DE,D08118,9118,7,19,1900
FR,D08119,9119,8,20,2000
HU,D08120,9120,9,21,2100
NL,D08121,9121,10,22,2200
DE,D08122,9122,11,23,2300
FR,D08123,9123,12,24,2400
HU,D08124,9124,1,25,2500
NL,D08125,9125,2,26,2600
DE,D08126,9126,3,27,2700
FR,D08127,9127,4,28,2800
HU,D08128,9128,5,29,2900
NL,D08129,9129,6,30,3000
DE,D08130,9130,7,31,3100
FR,D08131,9131,8,32,3200
HU,D08132,9132,9,33,3300
NL,D08133,9133,10,34,3400
DE,D08134,9134,11,35,3500
FR,D08135,9135,12,36,3600
HU,D08136,9136,1,37,3700
NL,D08137,9137,2,38,3800
DE,D08138,9138,3,39,3900
FR,D08139,9139,4,40,4000
HU,D08140,9140,5,41,4100
NL,D08141,9141,6,42,4200
DE,D08142,9142,7,43,4300
FR,D08143,9143,8,44,4400
HU,D08144,9144,9,45,4500
NL,D08145,9145,10,46,4600
DE,D08146,9146,11,47,4700
FR,D08147,9147,12,48,4800
HU,D08148,9148,1,49,4900
NL,D08149,9149,2,50,5000
DE,D08150,9150,3,1,100
FR,D08151,9151,4,2,200
HU,D08152,9152,5,3,300
NL,D08153,9153,6,4,400
DE,D08154,9154,7,5,500
FR,D08155,9155,8,6,600
HU,D08156,9156,9,7,700
NL,D08157,9157,10,8,800
DE,D08158,9158,11,9,900
FR,D08159,9159,12,10,1000
HU,D08160,9160,1,11,1100
NL,D08161,9161,2,12,1200
DE,D08162,9162,3,13,1300
FR,D08163,9163,4,14,1400
HU,D08164,9164,5,15,1500
NL,D08165,9165,6,16,1600
DE,D08166,9166,7,17,1700
FR,D08167,9167,8,18,1800
HU,D08168,9168,9,19,1900
NL,D08169,9169,10,20,2000
DE,D08170,9170,11,21,2100
FR,D08171,9171,12,22,2200
HU,D08172,9172,1,23,2300
NL,D08173,9173,2,24,2400
DE,D08174,9174,3,25,2500
FR,D08175,9175,4,26,2600
HU,D08176,9176,5,27,2700
NL,D08177,9177,6,28,2800
DE,D08178,9178,7,29,2900
FR,D08179,9179,8,30,3000
HU,D08180,9180,9,31,3100
NL,D08181,9181,10,32,3200
DE,D08182,9182,11,33,3300
FR,D08183,9183,12,34,3400
HU,D08184,9184,1,35,3500
NL,D08185,9185,2,36,3600
DE,D08186,9186,3,37,3700
FR,D08187,9187,4,38,3800
HU,D08188,9188,5,39,3900
NL,D08189,9189,6,40,4000
DE,D08190,9190,7,41,4100
FR,D08191,9191,8,42,4200
HU,D08192,9192,9,43,4300
NL,D08193,9193,10,44,4400
DE,D08194,9194,11,45,4500
FR,D08195,9195,12,46,4600
HU,D08196,9196,1,47,4700
NL,D08197,9197,2,48,4800
DE,D08198,9198,3,49,4900
FR,D08199,9199,4,50,5000
HU,D08200,9200,5,1,100
NL,D08201,9201,6,2,200
DE,D08202,9202,7,3,300
FR,D08203,9203,8,4,400
HU,D08204,9204,9,5,500
NL,D08205,9205,10,6,600
DE,D08206,9206,11,7,700
FR,D08207,9207,12,8,800
HU,D08208,9208,1,9,900
NL,D08209,9209,2,10,1000
DE,D08210,9210,3,11,1100
FR,D08211,9211,4,12,1200
HU,D08212,9212,5,13,1300
NL,D08213,9213,6,14,1400
DE,D08214,9214,7,15,1500
FR,D08215,9215,8,16,1600
HU,D08216,9216,9,17,1700
NL,D08217,9217,10,18,1800
DE,D08218,9218,11,19,1900
FR,D08219,9219,12,20,2000
HU,D08220,9220,1,21,2100
NL,D08221,9221,2,22,2200
DE,D08222,9222,3,23,2300
FR,D08223,9223,4,24,2400
HU,D08224,9224,5,25,2500
NL,D08225,9225,6,26,2600
DE,D08226,9226,7,27,2700
FR,D08227,9227,8,28,2800
HU,D08228,9228,9,29,2900
NL,D08229,9229,10,30,3000
DE,D08230,9230,11,31,3100
FR,D08231,9231,12,32,3200
HU,D08232,9232,1,33,3300
NL,D08233,9233,2,34,3400
DE,D08234,9234,3,35,3500
FR,D08235,9235,4,36,3600
HU,D08236,9236,5,37,3700
NL,D08237,9237,6,38,3800
DE,D08238,9238,7,39,3900
FR,D08239,9239,8,40,4000
HU,D08240,9240,9,41,4100
NL,D08241,9241,10,42,4200
DE,D08242,9242,11,43,4300
FR,D08243,9243,12,44,4400
HU,D08244,9244,1,45,4500
NL,D08245,9245,2,46,4600
DE,D08246,9246,3,47,4700
FR,D08247,9247,4,48,4800
HU,D08248,9248,5,49,4900
NL,D08249,9249,6,50,5000
DE,D08250,9250,7,1,100
FR,D08251,9251,8,2,200
HU,D08252,9252,9,3,300
NL,D08253,9253,10,4,400
DE,D08254,9254,11,5,500
FR,D08255,9255,12,6,600
HU,D08256,9256,1,7,700
NL,D08257,9257,2,8,800
DE,D08258,9258,3,9,900
FR,D08259,9259,4,10,1000
HU,D08260,9260,5,11,1100
NL,D08261,9261,6,12,1200
DE,D08262,9262,7,13,1300
FR,D08263,9263,8,14,1400
HU,D08264,9264,9,15,1500
NL,D08265,9265,10,16,1600
DE,D08266,9266,11,17,1700
FR,D08267,9267,12,18,1800
HU,D08268,9268,1,19,1900
NL,D08269,9269,2,20,2000
DE,D08270,9270,3,21,2100
FR,D08271,9271,4,22,2200
HU,D08272,9272,5,23,2300
NL,D08273,9273,6,24,2400
DE,D08274,9274,7,25,2500
FR,D08275,9275,8,26,2600
HU,D08276,9276,9,27,2700
NL,D08277,9277,10,28,2800
DE,D08278,9278,11,29,2900
FR,D08279,9279,12,30,3000
HU,D08280,9280,1,31,3100
NL,D08281,9281,2,32,3200
DE,D08282,9282,3,33,3300
FR,D08283,9283,4,34,3400
HU,D08284,9284,5,35,3500
NL,D08285,9285,6,36,3600
DE,D08286,9286,7,37,3700
FR,D08287,9287,8,38,3800
HU,D08288,9288,9,39,3900
NL,D08289,9289,10,40,4000
DE,D08290,9290,11,41,4100
FR,D08291,9291,12,42,4200
HU,D08292,9292,1,43,4300
NL,D08293,9293,2,44,4400
DE,D08294,9294,3,45,4500
FR,D08295,9295,4,46,4600
HU,D08296,9296,5,47,4700
NL,D08297,9297,6,48,4800
DE,D08298,9298,7,49,4900
FR,D08299,9299,8,50,5000
HU,D08300,9300,9,1,100
NL,D08301,9301,10,2,200
DE,D08302,9302,11,3,300
FR,D08303,9303,12,4,400
HU,D08304,9304,1,5,500
NL,D08305,9305,2,6,600
DE,D08306,9306,3,7,700
FR,D08307,9307,4,8,800
HU,D08308,9308,5,9,900
NL,D08309,9309,6,10,1000
DE,D08310,9310,7,11,1100
FR,D08311,9311,8,12,1200
HU,D08312,9312,9,13,1300
NL,D08313,9313,10,14,1400
DE,D08314,9314,11,15,1500
FR,D08315,9315,12,16,1600
HU,D08316,9316,1,17,1700
NL,D08317,9317,2,18,1800
DE,D08318,9318,3,19,1900
FR,D08319,9319,4,20,2000
HU,D08320,9320,5,21,2100
NL,D08321,9321,6,22,2200
DE,D08322,9322,7,23,2300
FR,D08323,9323,8,24,2400
HU,D08324,9324,9,25,2500
NL,D08325,9325,10,26,2600
DE,D08326,9326,11,27,2700
FR,D08327,9327,12,28,2800
HU,D08328,9328,1,29,2900
NL,D08329,9329,2,30,3000
DE,D08330,9330,3,31,3100
FR,D08331,9331,4,32,3200
HU,D08332,9332,5,33,3300
NL,D08333,9333,6,34,3400
DE,D08334,9334,7,35,3500
FR,D08335,9335,8,36,3600
HU,D08336,9336,9,37,3700
NL,D08337,9337,10,38,3800
DE,D08338,9338,11,39,3900
FR,D08339,9339,12,40,4000
HU,D08340,9340,1,41,4100
NL,D08341,9341,2,42,4200
DE,D08342,9342,3,43,4300
FR,D08343,9343,4,44,4400
HU,D08344,9344,5,45,4500
NL,D08345,9345,6,46,4600
DE,D08346,9346,7,47,4700
FR,D08347,9347,8,48,4800
HU,D08348,9348,9,49,4900
NL,D08349,9349,10,50,5000
DE,D08350,9350,11,1,100
FR,D08351,9351,12,2,200
HU,D08352,9352,1,3,300
NL,D08353,9353,2,4,400
DE,D08354,9354,3,5,500
FR,D08355,9355,4,6,600
HU,D08356,9356,5,7,700
NL,D08357,9357,6,8,800
DE,D08358,9358,7,9,900
FR,D08359,9359,8,10,1000
HU,D08360,9360,9,11,1100
NL,D08361,9361,10,12,1200
DE,D08362,9362,11,13,1300
FR,D08363,9363,12,14,1400
HU,D08364,9364,1,15,1500
NL,D08365,9365,2,16,1600
DE,D08366,9366,3,17,1700
FR,D08367,9367,4,18,1800
HU,D08368,9368,5,19,1900
NL,D08369,9369,6,20,2000
DE,D08370,9370,7,21,2100
FR,D08371,9371,8,22,2200
HU,D08372,9372,9,23,2300
NL,D08373,9373,10,24,2400
DE,D08374,9374,11,25,2500
FR,D08375,9375,12,26,2600
HU,D08376,9376,1,27,2700
NL,D08377,9377,2,28,2800
DE,D08378,9378,3,29,2900
FR,D08379,9379,4,30,3000
HU,D08380,9380,5,31,3100
NL,D08381,9381,6,32,3200
DE,D08382,9382,7,33,3300
FR,D08383,9383,8,34,3400
HU,D08384,9384,9,35,3500
NL,D08385,9385,10,36,3600
DE,D08386,9386,11,37,3700
FR,D08387,9387,12,38,3800
HU,D08388,9388,1,39,3900
NL,D08389,9389,2,40,4000
DE,D08390,9390,3,41,4100
FR,D08391,9391,4,42,4200
HU,D08392,9392,5,43,4300
NL,D08393,9393,6,44,4400
DE,D08394,9394,7,45,4500
FR,D08395,9395,8,46,4600
HU,D08396,9396,9,47,4700
NL,D08397,9397,10,48,4800
DE,D08398,9398,11,49,4900
FR,D08399,9399,12,50,5000
HU,D08400,9400,1,1,100
NL,D08401,9401,2,2,200
DE,D08402,9402,3,3,300
FR,D08403,9403,4,4,400
HU,D08404,9404,5,5,500
NL,D08405,9405,6,6,600
DE,D08406,9406,7,7,700
FR,D08407,9407,8,8,800
HU,D08408,9408,9,9,900
NL,D08409,9409,10,10,1000
DE,D08410,9410,11,11,1100
FR,D08411,9411,12,12,1200
HU,D08412,9412,1,13,1300
NL,D08413,9413,2,14,1400
DE,D08414,9414,3,15,1500
FR,D08415,9415,4,16,1600
HU,D08416,9416,5,17,1700
NL,D08417,9417,6,18,1800
DE,D08418,9418,7,19,1900
FR,D08419,9419,8,20,2000
HU,D08420,9420,9,21,2100
NL,D08421,9421,10,22,2200
DE,D08422,9422,11,23,2300
FR,D08423,9423,12,24,2400
HU,D08424,9424,1,25,2500
NL,D08425,9425,2,26,2600
DE,D08426,9426,3,27,2700
FR,D08427,9427,4,28,2800
HU,D08428,9428,5,29,2900
NL,D08429,9429,6,30,3000
DE,D08430,9430,7,31,3100
FR,D08431,9431,8,32,3200
HU,D08432,9432,9,33,3300
NL,D08433,9433,10,34,3400
DE,D08434,9434,11,35,3500
FR,D08435,9435,12,36,3600
HU,D08436,9436,1,37,3700
NL,D08437,9437,2,38,3800
DE,D08438,9438,3,39,3900
FR,D08439,9439,4,40,4000
HU,D08440,9440,5,41,4100
NL,D08441,9441,6,42,4200
DE,D08442,9442,7,43,4300
FR,D08443,9443,8,44,4400
HU,D08444,9444,9,45,4500
NL,D08445,9445,10,46,4600
DE,D08446,9446,11,47,4700
FR,D08447,9447,12,48,4800
HU,D08448,9448,1,49,4900
NL,D08449,9449,2,50,5000
DE,D08450,9450,3,1,100
FR,D08451,9451,4,2,200
HU,D08452,9452,5,3,300
NL,D08453,9453,6,4,400
DE,D08454,9454,7,5,500
FR,D08455,9455,8,6,600
HU,D08456,9456,9,7,700
NL,D08457,9457,10,8,800
DE,D08458,9458,11,9,900
FR,D08459,9459,12,10,1000
HU,D08460,9460,1,11,1100
NL,D08461,9461,2,12,1200
DE,D08462,9462,3,13,1300
FR,D08463,9463,4,14,1400
HU,D08464,9464,5,15,1500
NL,D08465,9465,6,16,1600
DE,D08466,9466,7,17,1700
FR,D08467,9467,8,18,1800
HU,D08468,9468,9,19,1900
NL,D08469,9469,10,20,2000
DE,D08470,9470,11,21,2100
FR,D08471,9471,12,22,2200
HU,D08472,9472,1,23,2300
NL,D08473,9473,2,24,2400
DE,D08474,9474,3,25,2500
FR,D08475,9475,4,26,2600
HU,D08476,9476,5,27,2700
NL,D08477,9477,6,28,2800
DE,D08478,9478,7,29,2900
FR,D08479,9479,8,30,3000
HU,D08480,9480,9,31,3100
NL,D08481,9481,10,32,3200
DE,D08482,9482,11,33,3300
FR,D08483,9483,12,34,3400
HU,D08484,9484,1,35,3500
NL,D08485,9485,2,36,3600
DE,D08486,9486,3,37,3700
FR,D08487,9487,4,38,3800
HU,D08488,9488,5,39,3900
NL,D08489,9489,6,40,4000
DE,D08490,9490,7,41,4100
FR,D08491,9491,8,42,4200
HU,D08492,9492,9,43,4300
NL,D08493,9493,10,44,4400
DE,D08494,9494,11,45,4500
FR,D08495,9495,12,46,4600
HU,D08496,9496,1,47,4700
NL,D08497,9497,2,48,4800
DE,D08498,9498,3,49,4900
FR,D08499,9499,4,50,5000
HU,D08500,9500,5,1,100
NL,D08501,9501,6,2,200
DE,D08502,9502,7,3,300
FR,D08503,9503,8,4,400
HU,D08504,9504,9,5,500
NL,D08505,9505,10,6,600
DE,D08506,9506,11,7,700
FR,D08507,9507,12,8,800
HU,D08508,9508,1,9,900
NL,D08509,9509,2,10,1000
DE,D08510,9510,3,11,1100
FR,D08511,9511,4,12,1200
HU,D08512,9512,5,13,1300
NL,D08513,9513,6,14,1400
DE,D08514,9514,7,15,1500
FR,D08515,9515,8,16,1600
HU,D08516,9516,9,17,1700
NL,D08517,9517,10,18,1800
DE,D08518,9518,11,19,1900
FR,D08519,9519,12,20,2000
HU,D08520,9520,1,21,2100
NL,D08521,9521,2,22,2200
DE,D08522,9522,3,23,2300
FR,D08523,9523,4,24,2400
HU,D08524,9524,5,25,2500
NL,D08525,9525,6,26,2600
DE,D08526,9526,7,27,2700
FR,D08527,9527,8,28,2800
HU,D08528,9528,9,29,2900
NL,D08529,9529,10,30,3000
DE,D08530,9530,11,31,3100
FR,D08531,9531,12,32,3200
HU,D08532,9532,1,33,3300
NL,D08533,9533,2,34,3400
DE,D08534,9534,3,35,3500
FR,D08535,9535,4,36,3600
HU,D08536,9536,5,37,3700
NL,D08537,9537,6,38,3800
DE,D08538,9538,7,39,3900
FR,D08539,9539,8,40,4000
HU,D08540,9540,9,41,4100
NL,D08541,9541,10,42,4200
DE,D08542,9542,11,43,4300
FR,D08543,9543,12,44,4400
HU,D08544,9544,1,45,4500
NL,D08545,9545,2,46,4600
DE,D08546,9546,3,47,4700
FR,D08547,9547,4,48,4800
HU,D08548,9548,5,49,4900
NL,D08549,9549,6,50,5000
DE,D08550,9550,7,1,100
FR,D08551,9551,8,2,200
HU,D08552,9552,9,3,300
NL,D08553,9553,10,4,400
DE,D08554,9554,11,5,500
FR,D08555,9555,12,6,600
HU,D08556,9556,1,7,700
NL,D08557,9557,2,8,800
DE,D08558,9558,3,9,900
FR,D08559,9559,4,10,1000
HU,D08560,9560,5,11,1100
NL,D08561,9561,6,12,1200
DE,D08562,9562,7,13,1300
FR,D08563,9563,8,14,1400
HU,D08564,9564,9,15,1500
NL,D08565,9565,10,16,1600
DE,D08566,9566,11,17,1700
FR,D08567,9567,12,18,1800
HU,D08568,9568,1,19,1900
NL,D08569,9569,2,20,2000
DE,D08570,9570,3,21,2100
FR,D08571,9571,4,22,2200
HU,D08572,9572,5,23,2300
NL,D08573,9573,6,24,2400
DE,D08574,9574,7,25,2500
FR,D08575,9575,8,26,2600
HU,D08576,9576,9,27,2700
NL,D08577,9577,10,28,2800
DE,D08578,9578,11,29,2900
FR,D08579,9579,12,30,3000
HU,D08580,9580,1,31,3100
NL,D08581,9581,2,32,3200
DE,D08582,9582,3,33,3300
FR,D08583,9583,4,34,3400
HU,D08584,9584,5,35,3500
NL,D08585,9585,6,36,3600
DE,D08586,9586,7,37,3700
FR,D08587,9587,8,38,3800
HU,D08588,9588,9,39,3900
NL,D08589,9589,10,40,4000
DE,D08590,9590,11,41,4100
FR,D08591,9591,12,42,4200
HU,D08592,9592,1,43,4300
NL,D08593,9593,2,44,4400
DE,D08594,9594,3,45,4500
FR,D08595,9595,4,46,4600
HU,D08596,9596,5,47,4700
NL,D08597,9597,6,48,4800
DE,D08598,9598,7,49,4900
FR,D08599,9599,8,50,5000
HU,D08600,9600,9,1,100
NL,D08601,9601,10,2,200
DE,D08602,9602,11,3,300
FR,D08603,9603,12,4,400
HU,D08604,9604,1,5,500
NL,D08605,9605,2,6,600
DE,D08606,9606,3,7,700
FR,D08607,9607,4,8,800
HU,D08608,9608,5,9,900
NL,D08609,9609,6,10,1000
DE,D08610,9610,7,11,1100
FR,D08611,9611,8,12,1200
HU,D08612,9612,9,13,1300
NL,D08613,9613,10,14,1400
DE,D08614,9614,11,15,1500
FR,D08615,9615,12,16,1600
HU,D08616,9616,1,17,1700
NL,D08617,9617,2,18,1800
DE,D08618,9618,3,19,1900
FR,D08619,9619,4,20,2000
HU,D08620,9620,5,21,2100
NL,D08621,9621,6,22,2200
DE,D08622,9622,7,23,2300
FR,D08623,9623,8,24,2400
HU,D08624,9624,9,25,2500
NL,D08625,9625,10,26,2600
DE,D08626,9626,11,27,2700
FR,D08627,9627,12,28,2800
HU,D08628,9628,1,29,2900
NL,D08629,9629,2,30,3000
DE,D08630,9630,3,31,3100
FR,D08631,9631,4,32,3200
HU,D08632,9632,5,33,3300
NL,D08633,9633,6,34,3400
DE,D08634,9634,7,35,3500
FR,D08635,9635,8,36,3600
HU,D08636,9636,9,37,3700
NL,D08637,9637,10,38,3800
DE,D08638,9638,11,39,3900
FR,D08639,9639,12,40,4000
HU,D08640,9640,1,41,4100
NL,D08641,9641,2,42,4200
DE,D08642,9642,3,43,4300
FR,D08643,9643,4,44,4400
HU,D08644,9644,5,45,4500
NL,D08645,9645,6,46,4600
DE,D08646,9646,7,47,4700
FR,D08647,9647,8,48,4800
HU,D08648,9648,9,49,4900
NL,D08649,9649,10,50,5000
DE,D08650,9650,11,1,100
FR,D08651,9651,12,2,200
HU,D08652,9652,1,3,300
NL,D08653,9653,2,4,400
DE,D08654,9654,3,5,500
FR,D08655,9655,4,6,600
HU,D08656,9656,5,7,700
NL,D08657,9657,6,8,800
DE,D08658,9658,7,9,900
FR,D08659,9659,8,10,1000
HU,D08660,9660,9,11,1100
NL,D08661,9661,10,12,1200
DE,D08662,9662,11,13,1300
FR,D08663,9663,12,14,1400
HU,D08664,9664,1,15,1500
NL,D08665,9665,2,16,1600
DE,D08666,9666,3,17,1700
FR,D08667,9667,4,18,1800
HU,D08668,9668,5,19,1900
NL,D08669,9669,6,20,2000
DE,D08670,9670,7,21,2100
FR,D08671,9671,8,22,2200
HU,D08672,9672,9,23,2300
NL,D08673,9673,10,24,2400
DE,D08674,9674,11,25,2500
FR,D08675,9675,12,26,2600
HU,D08676,9676,1,27,2700
NL,D08677,9677,2,28,2800
DE,D08678,9678,3,29,2900
FR,D08679,9679,4,30,3000
HU,D08680,9680,5,31,3100
NL,D08681,9681,6,32,3200
DE,D08682,9682,7,33,3300
FR,D08683,9683,8,34,3400
HU,D08684,9684,9,35,3500
NL,D08685,9685,10,36,3600
DE,D08686,9686,11,37,3700
FR,D08687,9687,12,38,3800
HU,D08688,9688,1,39,3900
NL,D08689,9689,2,40,4000
DE,D08690,9690,3,41,4100
FR,D08691,9691,4,42,4200
HU,D08692,9692,5,43,4300
NL,D08693,9693,6,44,4400
DE,D08694,9694,7,45,4500
FR,D08695,9695,8,46,4600
HU,D08696,9696,9,47,4700
NL,D08697,9697,10,48,4800
DE,D08698,9698,11,49,4900
FR,D08699,9699,12,50,5000
HU,D08700,9700,1,1,100
NL,D08701,9701,2,2,200
DE,D08702,9702,3,3,300
FR,D08703,9703,4,4,400
HU,D08704,9704,5,5,500
NL,D08705,9705,6,6,600
DE,D08706,9706,7,7,700
FR,D08707,9707,8,8,800
HU,D08708,9708,9,9,900
NL,D08709,9709,10,10,1000
DE,D08710,9710,11,11,1100
FR,D08711,9711,12,12,1200
HU,D08712,9712,1,13,1300
NL,D08713,9713,2,14,1400
DE,D08714,9714,3,15,1500
FR,D08715,9715,4,16,1600
HU,D08716,9716,5,17,1700
NL,D08717,9717,6,18,1800
DE,D08718,9718,7,19,1900
FR,D08719,9719,8,20,2000
HU,D08720,9720,9,21,2100
NL,D08721,9721,10,22,2200
DE,D08722,9722,11,23,2300
FR,D08723,9723,12,24,2400
HU,D08724,9724,1,25,2500
NL,D08725,9725,2,26,2600
DE,D08726,9726,3,27,2700
FR,D08727,9727,4,28,2800
HU,D08728,9728,5,29,2900
NL,D08729,9729,6,30,3000
DE,D08730,9730,7,31,3100
FR,D08731,9731,8,32,3200
HU,D08732,9732,9,33,3300
NL,D08733,9733,10,34,3400
DE,D08734,9734,11,35,3500
FR,D08735,9735,12,36,3600
HU,D08736,9736,1,37,3700
NL,D08737,9737,2,38,3800
DE,D08738,9738,3,39,3900
FR,D08739,9739,4,40,4000
HU,D08740,9740,5,41,4100
NL,D08741,9741,6,42,4200
DE,D08742,9742,7,43,4300
FR,D08743,9743,8,44,4400
HU,D08744,9744,9,45,4500
NL,D08745,9745,10,46,4600
DE,D08746,9746,11,47,4700
FR,D08747,9747,12,48,4800
HU,D08748,9748,1,49,4900
NL,D08749,9749,2,50,5000
DE,D08750,9750,3,1,100
FR,D08751,9751,4,2,200
HU,D08752,9752,5,3,300
NL,D08753,9753,6,4,400
DE,D08754,9754,7,5,500
FR,D08755,9755,8,6,600
HU,D08756,9756,9,7,700
NL,D08757,9757,10,8,800
DE,D08758,9758,11,9,900
FR,D08759,9759,12,10,1000
HU,D08760,9760,1,11,1100
NL,D08761,9761,2,12,1200
DE,D08762,9762,3,13,1300
FR,D08763,9763,4,14,1400
HU,D08764,9764,5,15,1500
NL,D08765,9765,6,16,1600
DE,D08766,9766,7,17,1700
FR,D08767,9767,8,18,1800
HU,D08768,9768,9,19,1900
NL,D08769,9769,10,20,2000
DE,D08770,9770,11,21,2100
FR,D08771,9771,12,22,2200
HU,D08772,9772,1,23,2300
NL,D08773,9773,2,24,2400
DE,D08774,9774,3,25,2500
FR,D08775,9775,4,26,2600
HU,D08776,9776,5,27,2700
NL,D08777,9777,6,28,2800
DE,D08778,9778,7,29,2900
FR,D08779,9779,8,30,3000
HU,D08780,9780,9,31,3100
NL,D08781,9781,10,32,3200
DE,D08782,9782,11,33,3300
FR,D08783,9783,12,34,3400
HU,D08784,9784,1,35,3500
NL,D08785,9785,2,36,3600
DE,D08786,9786,3,37,3700
FR,D08787,9787,4,38,3800
HU,D08788,9788,5,39,3900
NL,D08789,9789,6,40,4000
DE,D08790,9790,7,41,4100
FR,D08791,9791,8,42,4200
HU,D08792,9792,9,43,4300
NL,D08793,9793,10,44,4400
DE,D08794,9794,11,45,4500
FR,D08795,9795,12,46,4600
HU,D08796,9796,1,47,4700
NL,D08797,9797,2,48,4800
DE,D08798,9798,3,49,4900
FR,D08799,9799,4,50,5000
HU,D08800,9800,5,1,100
NL,D08801,9801,6,2,200
DE,D08802,9802,7,3,300
FR,D08803,9803,8,4,400
HU,D08804,9804,9,5,500
NL,D08805,9805,10,6,600
DE,D08806,9806,11,7,700
FR,D08807,9807,12,8,800
HU,D08808,9808,1,9,900
NL,D08809,9809,2,10,1000
